app_id,score,star_num,helpful_num,review_content
org.wordpress.android,182.39156626506025,2,2,"This app is so bright it hurts. You're trying to read, write and relax, but the blank color scheme reminds me more of the sun hitting my face at 6am than of me relaxing while browsing.  This app doesn't have some sort of front page like imgur has for example, instead all we get is the ""discover"" feature which only promotes bland, vague and uninteresting posts with no personality. Just look at it right now! Where are the people sharing relatable stories, or video game strategies, or book or tv show reviews or something? All the posts featured there are just... unattractive, to say the least. And it's the only source of new content there is, otherwise you have to look it up manually.  There are no set categories or tags, instead you make them up and unless people type them up exactly like you did they won't see your post, which is counterintuitive and discourages finding new posts or bloggers.  People can disapprove or even edit your comments. That is twisted, discourages freedom of speech and opinion sharing and even allows people to literally put words in your mouth by changing your original comment to whatever they want.  You can't dislike posts or comments, so the voting system is pointless. You might think otherwise because Twitter and Vine have no downvotes,  but they promote discovery of new content in various ways, while WordPress does not.  The search bar doesn't work. I've tried finding my own posts with the exact same title they have and they don't appear.  All of these factors make it feel deserted and lacking of a community, and discourage new users of getting into writing or reading on WordPress. Also there used to be a eay to add a black outline to images; a necessity when the background is white."
org.wordpress.android,147.59638554216866,1,0,"Just hate it... Not intuitive enough, I made couple of ""mistakes"" that got me headaches. First one, I started a post, and I wanted to save it, so I pressed the arrow in the up corner to acces next options, but that icon is a ""paper airplane"" that publish the post without even ask! Alright, first use... I search for something like post adjustments (oh, they were in the footer!), and changed the post to local draft. But it NEVER went to draft again in the blog!. Worst than that, I continued editing it, and the next time I accessed it, a message appeared, something like ""the post is not updated, do you want to?"" and I thought of course, upload the changes, but what it did was download the first draft (the published one) overwriting the last one so I completely lost ALL of my work. ""Well, let's see the revisions..."" but there's NOTHING like that. On top of all that, I searched the internet for help, and the only possible solution needed my device rooted before all this, and search some hidden directories, but it comes to happen that there are lots of people who doesn't even know what is to root an android device. ABSOLUTELY AWFUL!!!"
org.wordpress.android,136.63253012048193,2,74,"Change the profile pic from the app was successful,new pic applied in WordPress web based,but in the blog owner comment reply list the blog owner gravatar still using the old previous profile pic,I wish there will be select all in Comment menu so user can select all spam comment n delete at once.Why if we change public name it doesnt change all the previous public name in older comments with new one!?the Reader tab have issue it still showing me content from blog site i have unfollow for months!"
org.wordpress.android,136.21084337349396,2,4,"It's worse sorry Since the last update I can't use my regular photo viewer to choose pictures from my post. I now have a list of images that seem to come from my tablet but not it's sd card; where all my images are. I have around 30,000 images in various picture folders (I am travelling and have a 128GB sd card in my tablet where my images are stored)  and this update to 3.9 has made choosing images impossible.  I have two possible workarounds. Either I upload the images to google or similar and put a link in the post to them. Or my second option is to upload the images in the WordPress app through the media menu item and then choose these images I want in the post using your new chooser interface.  Honestly I see what you are trying to do with the new interface but it does limit the user as to how they choose their images. Handing this task over to the operating system, as it was before, makes more sense and makes your app lighter.  Please switch back to the normal way of adding images. Updating posts on tablets and phones has been great with the WordPress app and I feel it's just been made more difficult with this update."
org.wordpress.android,134.21084337349396,3,0,"Can't able to publish post Hi, whenever I try to publish a post, I am getting failure message. An error occurred while uploading the post HTTP status code 405 was returned. Method not allowed.     And search image option while setting featured image will be helpful."
org.wordpress.android,131.26807228915663,3,11,"Useful but to be improved. 1) it's missing a search field.  2) no multi select and upload of multiple images from a single folder, it's either messy all together or one by one. 3) I lost the whole text and images of a new post because of an internet connection error, this should not happen no matter how bad the connection is, offline editing is what users expect from an application vs the web-admin! 4) post settings button is hidden when keyboard is open 5) can't edit site url 6) can't batch upload local charges"
org.wordpress.android,128.49096385542168,1,1,"What happened to the full editor??!!! Went to create a blog post today using my WordPress app and discovered that the editor is some weird, useless version of what it was before. I can't do anything in it like I can in the web based editor such as indent, center, size/place images, etc....literally every major function but basic typing is gone. Where did it go and how do I get it back? If this is not fixed I am uninstalling the app as it is totally useless to me without the full version of the editor. As well, the web based editor crashes EVERY SINGLE TIME I do an update to a blog. Makes editing virtually impossible. - - - I received an automated response to this review which said, ""You can switch back to the app's old editor: Go to App Settings in the app and toggle off the 'Show Visual Editor' option. However, some of the features you mentioned (such as indenting or aligning text) weren't part of the old editor, either."" - - - Found the setting. That leaves ONLY the HTML editor and does not fix the problem...at all. And, previously, before this change, the editor in my app and the web based editor were identical in their features."
org.wordpress.android,125.96385542168674,1,0,"Ugh. Every 'update' frustrates me to no end. I have things working as they should... then an update like the latest wrecks everything.  Content in limbo. Endless upload errors. Takes forever to post. And... ugh... what happened to my custom image resize controll'? Once upon a time this app worked beautifully and did what it should... you see... people posting from their phones are ON THE GO! I just want to post quickly with no hassle- the control needed but not clutter. Many times its mobile data, in a remote location. The app used to be lean and mean and do the job perfectly. Now its like it's a mini desktop app that's bogged down with junk. What used to take seconds... select some pics on phone ... share to WP app... add text hit upload and DONE... is now futz with this and that ... fight the awful quirks ...hit post and wait wait wait...error. error.  Wrangle things back to where they work again....then get blitzed by the next update"
org.wordpress.android,125.32530120481928,3,10,"Not as integrative as I would hope Three things plague this app for me. 1-You cannot upload on the featured image button, you have to do that on the main screen of the site. 2-You cannot get the edit post link through the app, have to log into dashboard on a browser. I need these links to submit post to my editor through Slack or Trello. 3-There is no word count visible. I need that since the sites I write for have a minimum word count. All three of these would make this a five star app for me, else it is useless for me and I might as well just write through the browser."
org.wordpress.android,124.63253012048193,2,26,"I'd pay good money for a WP mobile editor that actually worked.  This is so broken for image controls (legacy doesn't resize at all, acts like it does... visual eats images and never works.  Beta.. works but for some DUMB reason has stupid 'random!!!' image resize options. Arrgh! ) so now my workflow on mobile is to use this pile of steaming ... to upload images in the broken beta editor... RANDOM resize the images close enough, publish the post but delete it, then log into the browser editor and resize the images correctly in the library then insert into a new post. Broken but at least (FOR NOW UNTIL ITS WRECKED AGAIN) I have a work around."
org.wordpress.android,121.40963855421687,1,0,"Thought this was a simple way to easily create a blog but it wouldn't let me have the same username/blog/url name so I attempted to delete but apparently that isn't an option. Followed all the steps to change my email, that won't work either. I've tried several times and the link I'm being sent via email just keeps bringing up a page telling me I need to confirm my email again. I clicked contact us to get help, but it just posts it to a community forum???? I just want the whole blog/username GONE"
org.wordpress.android,119.40963855421685,3,0,"Was able to connect to my personally hosted blog. Everything looks pretty good, but the Featured Image setting doesn't work. I add an image from my Media Library, then edit its properties...Check the box for ""Featured Image"" and then leave the box for ""Show in post"" unchecked, but it always just shows the image in the post and refuses to set it as the Featured image, no matter how many times I go back and try to edit it/redo it.   Unfortunately, that was the main function I was hoping to use, so pretty worthless to me."
org.wordpress.android,115.96686746987952,1,1,"Inferior in every possible way to using the online editor. This app doesn't allow you to link to your own earlier posts, crashes often, can sometimes delet your whole draft even unsave a previously update and saved page, and has issues previewing images. It also cannot pull the most recent version of you updates which you created with the web editor. Woe be unto you if you mak long pots, because after a certain size copy/paste stop working and the editor gets so slow you have to wait for the displayed text to catch up to you. What it does do well is present your stats page, manage the site permissions and let you get a rough draft started. Though it has so many problems I'm just using the MS Office apps for my rough drafts and then copy/pasting into the web interface. I'll probably uninstall this soon because it is basically horrible."
org.wordpress.android,115.855421686747,3,4,Introduces one to a world of interesting people. I like the app but wonder sometimes why WordPress suggests that I share posts on social media to increase views when I have done so to several sites the day before and had multiple comments and likes on those sites but WP shows me having less than one-third as many views or worse. People follow my blog or like a specific post but somehow there are no views that day. The notifications are useful but sometimes seem inaccurate.
org.wordpress.android,114.57831325301204,1,0,"Error when uploading imagen to post The media item could not be retrieved. Error when uploading imagen to post.WordPress Android version: 4.5.2 Android device name: LGE Nexus 5  01 - Configuring Simperium 02 - Already registered for GCM 03 - resetting suggestion tables 04 - reader post list &gt; restoring instance state 05 - reader post list &gt; creating post adapter 06 - reader post list &gt; purging database 07 - reader post list &gt; updating current user 08 - reader post list &gt; updating tags and blogs 09 - trackLastActivity, activityId: My Site 10 -"
org.wordpress.android,112.08132530120481,1,31,"One of the most problematic and difficult apps on my device.... This is even more unfortunate, since millions of users out there trust and use worpress - while this weak app is the only real smartpgone tool available to access your site. After logging in relatively quick and smoothly, things start by looking promising. But as soon as you start to try publishing or sharing media, the app starts bombarding error messages. I have already contacted support and forum - without an answer...."
org.wordpress.android,111.3012048192771,2,0,"It's good but..... It's good but some more improvements required such as edit post quickly...... I am using wp but when I trying to edit previous post,option shows but not edit another problem is setting, view site,user options not working  and site stats shows too late please upgrade it's suddenly."
